event_id,asset_id,token_id,username,profile_img_url,address,config
245237094,24830593,9458,,,,
245237090,14406236,1302,,,,
245237092,23130744,1617,,,,
245237093,25496608,5733,,,,
245237088,24908472,2793,,,,
245237089,17751369,7427,,,,
245237091,23136317,4536,,,,
245237086,24916719,2804,,,,
245237087,25761828,9280,,,,
245237084,25138794,6441,,,,
245237083,17729215,2884,,,,
245237082,25070128,5491,,,,
245237085,24976560,4742,,,,
245237080,24836459,9163,,,,
245237081,24911219,2577,,,,
245237079,25824489,7275,,,,
245237076,25066886,5837,,,,
245237075,23139359,6602,,,,
245237074,23134324,3125,,,,
245237077,25138938,728,,,,
245237073,25136622,2644,,,,
245237071,25202927,2243,,,,
245237070,24833279,9319,,,,
245237072,25120497,4416,,,,
245237069,24998625,9457,,,,
245237068,23133522,2741,,,,
245237067,24834222,8980,,,,
245237065,25012972,6521,,,,
245237064,25062239,1540,,,,
245237062,24847563,902,,,,
245237066,17753738,7996,,,,
245237063,25015239,9159,,,,
245237061,25018443,2162,,,,
245237060,24832738,6337,,,,
245237059,25138288,4484,,,,
245237058,17727285,1725,,,,
245237056,23137421,5245,,,,
245237055,20636034,80,,,,
245237057,25195264,10072,,,,
245237053,25091536,6561,,,,
245237054,24820708,78,,,,
245237052,17724653,1,,,,
245237051,24906540,8454,,,,
245237049,24844703,8622,,,,
245237047,25015067,7370,,,,
245237048,25209743,10065,,,,
245237050,18269002,23000415,,,,
245237046,24785621,6984,,,,
245237045,23137565,5377,,,,
245237043,24843107,7718,,,,
245237044,25694129,1238,,,,
245237042,16188997,3165,,,,
245237040,24839408,3616,,,,
245237041,18268970,23000394,,,,
245237039,4713869,2707,,,,
245237038,18269169,23000562,,,,
245237037,18268687,23000130,,,,
245237036,18268734,23000179,,,,
245237035,18269066,23000468,,,,
245237034,18268702,23000148,,,,
245237033,18268641,23000105,,,,
245237030,16188924,3129,,,,
245237032,18268628,23000092,,,,
245237031,18268710,23000156,,,,
245237026,18268911,23000333,,,,
245237029,18268933,23000358,,,,
245237027,18268898,23000329,,,,
245237028,18268967,23000393,,,,
245237024,18269179,23000570,,,,
245237025,18269151,23000543,,,,
245237022,18268935,23000357,,,,
245237023,18268527,23000003,,,,
245237021,18268802,23000237,,,,
245237020,18269089,23000488,,,,
245237019,18268716,23000163,,,,
245237017,18268561,23000033,,,,
245237018,18269137,23000531,,,,
245237011,18269110,23000504,,,,
245237015,18269039,23000441,,,,
245237013,18268759,23000198,,,,
245237010,18268690,23000137,,,,
245237014,18269088,23000487,,,,
245237016,18268531,23000006,,,,
245237012,18268591,23000059,,,,
245237008,18268870,23000303,,,,
245237009,18269134,23000529,,,,
245237006,18268540,23000014,,,,
245237005,18268925,23000348,,,,
245236997,18268632,23000097,,,,
245236999,18268789,23000229,,,,
245237000,17763708,12215,,,,
245237004,23984776,58810797982685925716444825023285472862628439254947085036115694706022301040641,,,,
245237007,18269170,23000564,,,,
245236998,18269180,23000572,,,,
245237003,18268926,23000352,,,,
245236996,18269198,23000583,,,,
245236995,18268620,23000087,,,,
245237001,18269185,23000575,,,,
245236991,18269129,23000522,,,,
245237002,18269092,23000490,,,,
245236992,18268700,23000153,,,,
245236993,18269068,23000469,,,,
245236994,18268572,23000041,,,,
245236989,18269171,23000563,,,,
245236990,18268824,23000259,,,,
245236987,18268705,23000150,,,,
245236984,23134689,3406,,,,
245236988,18268971,23000397,,,,
245236985,18268803,23000240,,,,
245236986,23344573,16544,,,,
245236980,18268578,23000047,,,,
245236982,16188980,3173,,,,
245236983,18268882,23000316,,,,
245236981,23142317,8711,,,,
245236979,18268697,23000143,,,,
245236978,21322254,4542,,,,
245236976,18269159,23000551,,,,
245236977,18269107,23000498,,,,
245236975,23125135,1139,,,,
245236974,18268625,23000090,,,,
245236973,18268866,23000299,,,,
245236972,18268729,23000174,,,,
245236971,17751019,7338,,,,
245236970,17757976,10376,,,,
245236969,18268686,23000134,,,,
245236968,18268891,23000319,,,,
245236967,16188963,3118,,,,
245236966,17758816,11037,,,,
245236965,4444953,414,,,,
245236964,17758912,11089,,,,
245236963,17771937,13973,,,,
245236962,14406226,1030,,,,
245236961,17728514,2328,,,,
245236960,26033764,5160,,,,
245236959,29304515,1440,,,,
245236958,17756274,8901,,,,
245236957,13535918,2203,,,,
245236956,23137164,5087,,,,
245236955,17767916,13048,,,,
245236954,13616927,2802,,,,
245236953,23195533,23005389916031419495497068831589288009900632785309905146382068980897714012161,,,,
245236952,17755295,8359,,,,
245236951,1320322,73,,,,
245236950,17724725,68,,,,
245236949,4324451,1044,,,,
245236948,26680902,78000116,,,,
245236947,23113662,532,,,,
245236946,3031430,1555,,,,
245236945,16264299,3327,,,,
245236944,17728032,2129,,,,
245236943,24009167,8565,,,,
245236942,17748150,5382,,,,
245236940,23136500,4651,,,,
245236941,18917559,335960662447726199059512394806369306043983358940749529573068892589143359489,,,,
245236939,17756144,8806,,,,
245236938,23141333,7928,,,,
245236936,23143270,9596,,,,
245236935,5079047,305,,,,
245236934,23137426,5249,,,,
245236933,3031475,500,,,,
245236930,23139009,6341,,,,
245236929,29831797,102242960013698920064144355078995693879139250092293099082225251617716024901633,,,,
245236928,17736241,3480,,,,
245236926,17725006,338,,,,
245236927,17749409,6288,,,,
245236925,23137854,5540,,,,
245236923,23135657,4063,,,,
245236924,17755259,8340,,,,
245236922,23301264,5690,,,,
245236920,17746808,5160,,,,
245236921,17729439,3013,,,,
245236919,17725133,456,,,,
245236918,17769301,13296,,,,
245236917,26913079,158456330913040597650388990730,,,,
245236916,17431338,4436,,,,
245236915,23142984,9306,,,,
245236914,25604742,23701020366541490672517358800526051910803039980446114302153406667378319687681,,,,
245236913,17734061,3379,,,,
245236912,23143726,9995,,,,
245236911,23137092,5042,,,,
245236910,23143250,9526,,,,
245236909,17749769,6598,,,,
245236908,29079007,1439,,,,
245236907,17733476,3346,,,,
245236905,30320814,115610225952642377281481201344673066389187833128604698923277873225245046866020,,,,
245236906,23984783,58810797982685925716444825023285472862628439254947085036115694707121812668417,,,,
245236904,23852676,421,,,,
245236903,17750034,6853,,,,
245236902,25544445,7239,,,,
245236901,23143633,9905,,,,
245236900,17748943,5923,,,,
245236899,17725669,857,,,,
245236898,23138748,6177,,,,
245236896,17742278,4353,,,,
245236897,17496270,5969,,,,
245236895,17739222,3872,,,,
245236894,23133499,2726,,,,
245236893,15586824,2128,,,,
245236892,23137198,5123,,,,
245236891,23133698,2832,,,,
245236890,26400392,250309,,,,
245236889,23140995,7676,,,,
245236888,22896658,217,,,,
245236886,13911201,1218,,,,
245236887,23132053,2047,,,,
245236885,17201608,3539,,,,
245236884,1058212,31,,,,
245236883,25484785,72000005,,,,
245236881,23138402,5935,,,,
245236877,23136068,4361,,,,
245236879,17526836,8664,,,,
245236882,25443499,9537,,,,
245236876,23136802,4892,,,,
245236878,23138949,6329,,,,
245236875,23142086,8584,,,,
245236874,23138267,5837,,,,
245236880,2485146,286,,,,
245236871,23138854,6268,,,,
245236872,23141949,8442,,,,
245236870,23139923,6964,,,,
245236869,23142794,9151,,,,
245236868,22646223,14,,,,
245236873,23143502,9753,,,,
245236865,23126057,1179,,,,
245236866,23132206,2098,,,,
245236867,17126419,451,,,,
245236864,17498854,6078,,,,
245236863,23137355,5185,,,,
245236862,23353030,6203,,,,
245236861,23139997,7007,,,,
245236859,23140791,7539,,,,
245236858,23143214,9502,,,,
245236856,17198241,3389,,,,
245236860,23125795,1157,,,,
245236854,4186308,3015,,,,
245236857,23142552,8991,,,,
245236855,23137359,5187,,,,
245236852,23142634,8919,,,,
245236850,23138108,5731,,,,
245236851,23135565,3999,,,,
245236847,23132219,2109,,,,
245236849,23126479,1236,,,,
245236845,22794739,117,,,,
245236844,23139391,6618,,,,
245236846,17760579,11604,,,,
245236843,23143615,9901,,,,
245236848,17732283,3166,,,,
245236841,23139487,6677,,,,
245236842,30335847,60471567281376696376611034245875074544551562148615752380742120140779793940481,for_cryptoworld,https://storage.googleapis.com/opensea-static/opensea-profile/1.png,0x85b1b1b5049588c8572e82731918ce942aa7aee5,
245236853,22948251,241,,,,
245236840,23139928,6969,,,,
245236839,24810843,27,,,,
245236838,23136466,4658,,,,
245236836,24822912,3196,,,,
245236837,25578708,586,,,,
245236834,17775860,15410,,,,
245236835,24844041,2176,,,,
245236833,23140856,7600,,,,
245236832,17739209,3863,,,,
245236831,17755264,8344,,,,
245236830,24837986,2266,,,,
245236829,17425971,5699,,,,
245236828,23136263,4490,,,,
245236827,16920773,3944,,,,
245236826,17174759,2543,,,,
245236825,24816468,6972,,,,
245236824,24835319,5286,,,,
245236823,17302433,4608,,,,
245236822,24936332,1352,,,,
245236821,24820391,5089,,,,
245236819,17217591,3794,,,,
245236820,23134412,3158,,,,
245236818,23132028,2030,,,,
245236817,25156280,4879,,,,
245236815,23140853,7626,,,,
245236814,26045730,3233,,,,
245236813,17527443,9017,,,,
245236816,17135787,1111,,,,
245236812,17170323,2374,,,,
245236811,24844563,9029,,,,
245236810,17163642,1876,,,,
245236809,17144049,1709,,,,
245236807,17527420,8999,,,,
245236806,17342009,5367,,,,
245236805,16189022,3157,,,,
245236804,17136503,1292,,,,
245236808,29822445,2754,,,,
245236803,17123504,142,,,,
245236801,23323112,1259,,,,
245236802,25073829,6482,,,,
245236800,17150416,1749,,,,
245236799,17295858,4458,,,,
245236798,24817891,3509,,,,
245236797,17524952,8212,,,,
245236796,17123243,56,,,,
245236795,23127519,1308,,,,
245236794,17737986,3709,,,,
245236792,17308909,5100,,,,
245236793,26682568,78000997,,,,
245236791,29083651,1438,,,,
245236790,17729344,2949,,,,
245236789,13449835,2796,,,,
245236788,17174501,2522,,,,
245236787,23136924,4943,,,,
245236785,17946667,9074,,,,
245236786,17427838,5731,,,,
245236784,23134130,3023,,,,
245236783,15806941,2426,,,,
245236782,16439265,3630,,,,
245236781,17751378,7436,,,,
245236780,14485869,1384,,,,
245236779,23134660,3292,,,,
245236778,23135725,4106,,,,
245236777,17277365,4360,,,,
245236776,17756243,8868,,,,
245237177,20315853,680564733841876926926749214863536422912,,https://storage.googleapis.com/opensea-static/opensea-profile/7.png,0x7c500e8f19340ebb802aa4594d7bdffdbe1119eb,
245236775,13616936,2511,,,,
245236774,17175449,2621,,,,
245236773,17728947,2677,,,,
245236772,24848792,8208,,,,
245236771,23294879,2128758762019978346541883215581188578112968102029013553904752688337281613825,,,,
245236769,25703557,7795,,,,
245236770,23136310,4533,,,,
245236767,24813801,6050,,,,
245236766,5103056,3964,,,,
245236764,23138931,6316,,,,
245236765,17760400,11565,,,,
245236763,24844775,5194,,,,
245236762,24837494,9026,,,,
245236760,3835754,1664,,,,
245236761,23135178,3698,,,,
245236759,24911762,6124,,,,
245236758,24844096,6637,,,,
245236757,25065219,3498,,,,
245236755,24831727,4465,,,,
245236756,23984792,58810797982685925716444825023285472862628439254947085036115694708221324296193,,,,
245236753,25006977,3491,,,,
245236752,24915445,2100,,,,
245236751,23131450,1805,,,,
245236754,17749413,6292,,,,
245236750,17763488,12129,,,,
245236749,23320091,13795,,,,
245236748,23139128,6470,,,,
245236747,26681704,78000759,,,,
245236746,16333231,21963,,,,
245236744,17517948,7057,,,,
245236743,17192978,3302,,,,
245236741,17135090,878,,,,
245236739,24917352,8502,,,,
245236740,17519308,7189,,,,
245236738,29831765,102242960013698920064144355078995693879139250092293099082225251616616513273857,,,,
245236737,23142944,9264,,,,
245236736,17123628,172,,,,
245236735,25713075,2503,,,,
245236734,24833605,1607,,,,
245236733,14209809,1414,,,,
245236732,17758751,10997,,,,
245236731,14209597,1819,,,,
245236730,25542430,6655,,,,
245236729,4809546,2547,,,,
245236727,16188950,3144,,,,
245236726,23142129,8602,,,,
245236728,3568024,1371,,,,
245236725,17527454,9024,,,,
245236724,23130724,1614,,,,
245236723,23137854,5540,,,,
245236722,17526358,8461,,,,
245236721,17767864,13016,,,,
245236720,23133189,2599,,,,
245236719,23142768,9120,,,,
245236718,23141766,8299,,,,
245236717,23135483,3939,,,,
245236715,30309150,1324,,,,
245236714,23139246,6541,,,,
245236713,5104048,4937,,,,
245236712,23328970,16810,,,,
245236711,17520595,7339,,,,
245236710,3031427,1372,,,,
245236708,16188951,3142,,,,
245236709,17757176,9641,,,,
245236707,15283109,1909,,,,
245236706,17732274,3157,,,,
245236705,16439263,3629,,,,
245236704,25604722,23701020366541490672517358800526051910803039980446114302153406666278808059905,,,,
245236703,19067859,1972,,,,
245236700,17772286,14141,,,,
245236701,17776778,15469,,,,
245236702,3568027,1166,,,,
245236699,29821248,9870243454359818837048173191911104292730407279767673233444380292832468926465,,,,
245236698,19471793,4848,,,,
245236697,5104026,4917,,,,
245236696,17126262,427,,,,
245236695,17727564,1906,,,,
245236694,17726040,1079,,,,
245236693,13008498,2640,,,,
245236692,29195435,1437,,,,
245236691,3638914,1411,,,,
245236690,23140145,7134,,,,
245236689,23320075,3396,,,,
245236688,23133205,2606,,,,
245236686,17727146,1638,,,,
245236687,23140510,7376,,,,
245236685,17759120,11170,,,,
245236684,23132680,2318,,,,
245236683,23128985,1435,,,,
245236682,17737956,3696,,,,
245236681,30312510,2045,,,,
245236680,17748365,5518,,,,
245236679,23122665,944,,,,
245236678,17728646,2422,,,,
245236677,19445271,3868,,,,
245236675,23133293,2635,,,,
245236676,23122845,953,,,,
245236674,23135614,4012,,,,
245236673,23140207,7164,,,,
245236672,4713837,2972,,,,
245236671,23322117,15912,,,,
245236669,23138725,6191,,,,
245236670,23122327,914,,,,
245236666,23135983,4322,,,,
245236667,17756494,9066,,,,
245236668,23131754,1951,,,,
245236664,23136344,4542,,,,
245236665,23140836,7592,,,,
245236663,23132590,2270,,,,
245236661,23138710,6151,,,,
245236662,23114958,584,,,,
245236659,23142855,9208,,,,
245236658,23141671,8264,,,,
245236657,23140608,7452,,,,
245236660,23141702,8270,,,,
245236656,23138040,5653,,,,
245236655,23140586,7440,,,,
245236654,23137144,5079,,,,
245236653,17773303,14863,,,,
245236651,23142555,8945,,,,
245236652,23126188,1197,,,,
245236650,23139486,6676,,,,
245236649,23140978,7692,,,,
245236647,23142044,8531,,,,
245236648,23138925,6311,,,,
245236645,23134412,3158,,,,
245236644,23143569,9852,,,,
245236646,22646242,21,,,,
245236643,23137697,5444,,,,
245236642,23133263,2644,,,,
245236639,23143596,9836,,,,
245236640,23134864,3466,,,,
245236641,23130724,1614,,,,
245236636,23143549,9789,,,,
245236637,23141199,7846,,,,
245236638,23105779,409,,,,
245236635,23134091,2977,,,,
245236634,23140806,7585,,,,
245236633,23141461,8042,,,,
245236632,23134843,3473,,,,
245236628,23134811,3426,,,,
245236630,23139794,6854,,,,
245236631,23136692,4799,,,,
245236627,23143502,9753,,,,
245236629,23126254,1200,,,,
245236626,23135077,3621,,,,
245236624,23136811,4870,,,,
245236623,23131269,1715,,,,
245236625,23142339,8773,,,,
245236621,23135768,4134,,,,
245236619,23136695,4802,,,,
245236617,23136816,4866,,,,
245236620,23142708,9075,,,,
245236622,23120414,786,,,,
245236616,23126483,1239,,,,
245236618,23140055,7053,,,,
245236614,23135657,4063,,,,
245236615,17727124,1616,,,,
245236612,23133219,2610,,,,
245236613,23138287,5847,,,,
245236611,5103046,3954,,,,
245236610,23139144,6449,,,,
245236607,23138753,6179,,,,
245236609,23143638,9893,,,,
245236608,23141253,7885,,,,
245236606,23140682,7496,,,,
245236605,23142126,8601,,,,
245236603,17742688,4439,,,,
245236604,23133358,2722,,,,
245236602,13535898,2508,,,,
245236601,17724865,223,,,,
245236598,23143565,9850,,,,
245236599,17736671,3557,,,,
245236597,19669550,335960662447726199059512394806369306043983358940749529573068912380352659457,,,,
245236600,23984802,58810797982685925716444825023285472862628439254947085036115694709320835923969,,,,
245236596,5537657,1641,,,,
245236595,25543376,6936,,,,
245236594,23134527,3230,,,,
245236592,17748852,5843,,,,
245236591,4713804,2854,,,,
245236590,4186322,2964,,,,
245236587,3031582,455,,,,
245236588,5104058,4947,,,,
245236586,17764396,12360,,,,
245236584,17769441,13334,,,,
245236585,17758042,10417,,,,
245236582,24507742,284,,,,
245236579,17746992,5173,,,,
245236581,13616843,630,,,,
245236580,23296345,642,,,,
245236577,23142427,8815,,,,
245236576,17758591,10842,,,,
245236575,17737700,3641,,,,
245236574,23141289,7907,,,,
245236573,24811207,2692,,,,
245236572,17726132,1163,,,,
245236571,24854309,4660,,,,
245236570,17726649,1424,,,,
245236569,16189008,3183,,,,
245236568,23139731,6832,,,,
245236566,17750167,6981,,,,
245236565,17749326,6227,,,,
245236564,19471764,4847,,,,
245236563,29169997,2783,,,,
245236562,17756253,8878,,,,
245236561,16189011,3209,,,,
245236560,24915263,1951,,,,
245236559,29127913,1436,,,,
245236558,17764767,12432,,,,
245236556,17772675,14365,,,,
245236557,17772870,14494,,,,
245236555,30335844,4981676894159712808201908443964193325271219637660871887967795137569907277825,ApeGangProvider,https://storage.googleapis.com/opensea-static/opensea-profile/26.png,0x0b038779c3fad5767d0257107c8d9b21dabb5ed7,verified
245236553,23320109,19851,,,,
245236552,19471615,4845,,,,
245236551,17758678,10920,,,,
245236550,24843287,8034,,,,
245236931,30178333,62,,https://storage.googleapis.com/opensea-static/opensea-profile/33.png,0xfca303c5d28abc06e10b40f4dd4c5cc5f8cd319f,
245236549,24914814,8000,,,,
245236547,25553510,7109,,,,
245236546,23139588,6717,,,,
245236548,17527315,8914,,,,
245236543,17123625,171,,,,
245236542,17729180,2853,,,,
245236545,25722426,7584,,,,
245236541,17206138,3662,,,,
245236539,5079077,313,,,,
245236538,25139355,7889,,,,
245236540,23141135,7809,,,,
245236544,25837586,8162,,,,
245236537,24844145,9332,,,,
245236536,25010665,8658,,,,
245236535,24813856,6804,,,,
245236534,25665451,1708,,,,
245236532,24836134,1271,,,,
245236533,25778261,8388,,,,
245236530,25398481,1200,,,,
245236529,23138616,6089,,,,
245236531,24838310,8146,,,,
245236528,25132500,8868,,,,
245236527,17174673,2531,,,,
245236526,24915350,9064,,,,
245236524,25138097,7255,,,,
245236525,24845696,2525,,,,
245236521,24843186,782,,,,
245236520,24842465,2482,,,,
245236523,24917704,7582,,,,
245236522,24772035,9576,,,,
245236519,24835478,6201,,,,
245236518,19067889,1984,,,,
245236517,25063700,6963,,,,
245236516,24412084,6993,,,,
245236513,24821972,5634,,,,
245236515,25777689,2186,,,,
245236512,25788259,8142,,,,
245236514,19471582,4844,,,,
245236511,24833001,824,,,,
245236510,24820392,7616,,,,
245236508,17135713,1092,,,,
245236509,23142617,8984,,,,
245236507,25148976,4176,,,,
245236506,16188986,3193,,,,
245236505,25061963,2228,,,,
245236504,19471763,4846,,,,
245236502,17772275,14136,,,,
245236500,17526695,8609,,,,
245236501,23316447,297,,,,
245236503,23139332,6578,,,,
245236498,17725604,812,,,,
245236499,23135805,4153,,,,
245236497,17727863,2070,,,,
245236496,17749784,6617,,,,
245236495,25543878,7090,,,,
245236494,17303105,4643,,,,
245236492,17499321,6096,,,,
245236491,17727500,1849,,,,
245236488,5102780,3691,,,,
245236489,17156627,1806,,,,
245236487,17496620,6044,,,,
245236486,17206214,3668,,,,
245236490,24916010,4222,,,,
245236483,17427881,5735,,,,
245236485,17748859,5848,,,,
245236484,25674745,5176,,,,
245236482,24835970,2416,,,,
245236480,27069176,320,,,,
245236476,17769946,13406,,,,
245236474,17522854,7782,,,,
245236481,24848836,3731,,,,
245236479,17135450,1023,,,,
245236477,13410601,767,,,,
245236475,24914816,1503,,,,
245236471,17758155,10546,,,,
245236478,24381243,7456,,,,
245236473,26392574,158456344047122378131589700398,,,,
245236470,17525951,8367,,,,
245236472,24347929,256,,,,
245236469,23135662,4077,,,,
245236468,17524185,8075,,,,
245236467,17757597,10057,,,,
245236466,25528119,4174,,,,
245236465,17016447,4090,,,,
245236463,17773065,14651,,,,
245236461,24844857,1379,,,,
245236462,24833910,3629,,,,
245236459,24837087,7069,,,,
245236460,23140562,7424,,,,
245236458,24906284,205,,,,
245236456,25604718,23701020366541490672517358800526051910803039980446114302153406665179296432129,,,,
245236457,17175437,2616,,,,
245236455,25495744,4646,,,,
245236454,24914398,3363,,,,
245236453,17755620,8469,,,,
245236452,25136230,2010,,,,
245236451,23136162,4432,,,,
245236450,24918092,8745,,,,
245236449,23122663,943,,,,
245236446,17757180,9645,,,,
245236448,18027487,9088,,,,
245236447,29536208,40012363164598624517648255084771771287650032112809592418857680232271725985793,,,,
245236445,21105785,58810797982685925716444825023285472862628439254947085036115694384964905730049,,,,
245236444,23132382,2170,,,,
245236443,23105788,411,,,,
245236442,23323098,12453,,,,
245236441,30320814,115610225952642377281481201344673066389187833128604698923277873225245046866020,,,,
245236440,23141204,7851,,,,
245236439,1022889,18,,,,
245236438,2485196,304,,,,
245236437,17749318,6223,,,,
245236436,2267665,495,,,,
245236435,5077628,169,,,,
245236434,17277369,4363,,,,
245236433,1547011,167,,,,
245236432,17135966,1144,,,,
245236431,17524258,8095,,,,
245236430,17184823,3133,,,,
